REKAP BELANJA DISMA JUNI 2026,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
NO,TANGGAL,NAMA BARANG,QUANTITY,,HARGA TOTAL,HARGA SATUAN,SUPPLIER,PAYMENT,TGL BAYAR,INV,,,,,,,
484,15/06/26,BAWANG PUTIH KUPAS ,  9.50 ,Kg," Rp 370,000 "," Rp 38,947 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
485,15/06/26,CUKA DIXIE @650ML,  1.00 ,Btl," Rp 17,000 "," Rp 17,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
486,15/06/26,DELMONTE CHILI EXTRA HOT SACHET @8GR @24 PCS,  60.00 ,Pack," Rp 435,000 "," Rp 7,250 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
487,15/06/26,DELMONTE SAUCE SAMBAL @5.5KG ,  1.00 ,Jrg," Rp 125,000 "," Rp 125,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
488,15/06/26,DELMONTE TOMAT SACHET @8GR ISI 24 PCS,  10.00 ,Pack," Rp 70,000 "," Rp 7,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
489,15/06/26,GARAM KASAR ISI 10 PACK,  1.00 ,Ball," Rp 55,000 "," Rp 55,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
490,15/06/26,GARAM REFINA @500GR,  20.00 ,Pack," Rp 130,000 "," Rp 6,500 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
491,15/06/26,GARAM DOLPHIN @500GR,  20.00 ,Pack," Rp 205,000 "," Rp 10,250 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
492,15/06/26,GULA BATU PUTIH @500GR,  3.00 ,Pack," Rp 54,000 "," Rp 18,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
493,15/06/26,GULA MERAH BUBUK @250GR,  2.00 ,Pack," Rp 36,000 "," Rp 18,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
494,15/06/26,KOEPOE2 PARSLEY @9GR ,  1.00 ,Btl," Rp 15,000 "," Rp 15,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
495,15/06/26,LADA PUTIH HALUS @250GR,  5.00 ,Pack," Rp 125,000 "," Rp 25,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
496,15/06/26,MAIZENAKU @1 KG,  2.00 ,Pack," Rp 44,000 "," Rp 22,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
497,15/06/26,MINYAK SOVIA @18LTR,  1.00 ,Ctn," Rp 410,000 "," Rp 410,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
498,15/06/26,OREGANO DRY,  1.00 ,Kg," Rp 220,000 "," Rp 220,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
499,15/06/26,ROYCO AYAM @1KG,  1.00 ,Pack," Rp 45,000 "," Rp 45,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
500,15/06/26,ROYCO SAPI @1 KG,  1.00 ,Pack," Rp 45,000 "," Rp 45,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
501,15/06/26,SASA MSG @1KG,  2.00 ,Pack," Rp 94,000 "," Rp 47,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
502,15/06/26,TABASCO @60ML,  2.00 ,Btl," Rp 120,000 "," Rp 60,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
503,15/06/26,TEPUNG ROTI PUTIH,  1.00 ,Kg," Rp 25,000 "," Rp 25,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
504,15/06/26,TEPUNG SEGITIGA BIRU @1 KG,  12.00 ,Pack," Rp 140,000 "," Rp 11,667 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
505,15/06/26,KENTANG DIENG AL (1-4 PCS),  15.00 ,Kg," Rp 240,000 "," Rp 16,000 ",SUMINTO,TRANSFER,,,,,,,,,
506,15/06/26,CABAI HIJAU BESAR,  20.00 ,Kg," Rp 600,000 "," Rp 30,000 ",ALDIANSYAH,TRANSFER,,,,,,,,,
507,15/06/26,CABAI MERAH BESAR,  10.00 ,Kg," Rp 650,000 "," Rp 65,000 ",ALDIANSYAH,TRANSFER,,,,,,,,,
508,15/06/26,CABAI MERAH KERITING PETIK ,  10.00 ,Kg," Rp 500,000 "," Rp 50,000 ",ALDIANSYAH,TRANSFER,,,,,,,,,
509,15/06/26,CABAI RAWIT HIJAU,  1.00 ,Kg," Rp 50,000 "," Rp 50,000 ",ALDIANSYAH,TRANSFER,,,,,,,,,
510,15/06/26,CABAI RAWIT MERAH,  2.20 ,Kg," Rp 143,000 "," Rp 65,000 ",ALDIANSYAH,TRANSFER,,,,,,,,,
511,15/06/26,CABAI RAWIT MERAH PETIK,  5.00 ,Kg," Rp 375,000 "," Rp 75,000 ",ALDIANSYAH,TRANSFER,,,,,,,,,
512,15/06/26,JAMUR CHAMPIGNON,  27.50 ,Kg," Rp 990,000 "," Rp 36,000 ",DELTAFOOD,TRANSFER,15-Jun,,,,,,,,
513,15/06/26,TISSUE PLENTY KITCHEN TOWEL ROLLS @2PCS,  24.00 ,Pack," Rp 327,200 "," Rp 13,633 ",SHOPEE,TRANSFER,15-Jun,,,,,,,,
514,15/06/26,MINYAK VIPCO @1LTR,  12.00 ,Pack," Rp 281,595 "," Rp 23,466 ",SHOPEE,TRANSFER,15-Jun,,,,,,,,
515,15/06/26,MAMASUKA MAYONAISE @1KG,  20.00 ,Pack," Rp 1,103,000 "," Rp 55,150 ",SHOPEE,TRANSFER,15-Jun,,,,,,,,
516,15/06/26,PAPERPLATE DETPACK@50 PCS,  10.00 ,Pack," Rp 440,525 "," Rp 44,053 ",SHOPEE,TRANSFER,15-Jun,,,,,,,,
517,15/06/26,CONDY LEMON CONCENTRATE @200ML,  4.00 ,Pack," Rp 89,500 "," Rp 22,375 ",SHOPEE,TRANSFER,15-Jun,,,,,,,,
518,15/06/26,SARUNG TANGAN HITAM SHAMROCK @50PCS,  10.00 ,Pack," Rp 593,000 "," Rp 59,300 ",SHOPEE,TRANSFER,15-Jun,,,,,,,,
519,15/06/26,STRUK THERMAL 58X48,  20.00 ,Roll," Rp 84,100 "," Rp 4,205 ",SHOPEE,TRANSFER,15-Jun,,,,,,,,
520,15/06/26,A&W SODA SARSAPILA@250 ML ISI 24 CAN,  1.00 ,Ctn," Rp 125,164 "," Rp 125,164 ",SHOPEE,TRANSFER,15-Jun,,,,,,,,
521,15/06/26,COCA-COLA ORIGINAL @330ML ISI 24CAN,  1.00 ,Ctn," Rp 177,300 "," Rp 177,300 ",SHOPEE,TRANSFER,15-Jun,,,,,,,,
522,15/06/26,KENTANG AVIKO SHOESTRING @2.5KG,  7.00 ,Pack," Rp 520,040 "," Rp 74,291 ",SHOPEE,TRANSFER,15-Jun,,,,,,,,
523,15/06/26,KENTANG AVIKO SHOESTRING @2.5KG,  8.00 ,Pack," Rp 612,000 "," Rp 76,500 ",SHOPEE,TRANSFER,15-Jun,,,,,,,,
524,15/06/26,TAHU WALIK ISI 10 PCS,  30.00 ,Pack," Rp 499,000 "," Rp 16,633 ",SHOPEE,TRANSFER,15-Jun,,,,,,,,
525,15/06/26,SKIPPY CREAMY PEANUT BUTTER @500 GR,  1.00 ,Pack," Rp 59,000 "," Rp 59,000 ",BAKING LAND,BAGUS CASH,,,,,,,,,
,,,,,,#DIV/0!,,,,,,,,,,,
526,16/06/26,CABAI RAWIT MERAH,  0.25 ,Kg," Rp 17,000 "," Rp 68,000 ",,,,,BAGJA,"  941,000 ",PASAR,,,,
527,16/06/26,DAUN BAWANG,  0.50 ,Kg," Rp 9,000 "," Rp 18,000 ",,,,,,"  436,000 ",TOKO ERNI,,,,
528,16/06/26,DAUN KARI,  0.50 ,Kg," Rp 15,000 "," Rp 30,000 ",,,,,,"  100,000 ",BENSIN TCO,,,,
529,16/06/26,HEAD LETTUCE,  2.00 ,Kg," Rp 70,000 "," Rp 35,000 ",,,,,,"  35,000 ",BENSIN  MOTOR,,,,
530,16/06/26,JERUK SUNKIST,  4.00 ,Kg," Rp 140,000 "," Rp 35,000 ",,,,,,"  202,000 ",TCO,,,,
531,16/06/26,KANTONG PLASTIK PUTIH SIZE 35,  2.00 ,Pack," Rp 43,200 "," Rp 21,600 ",,,,,,"  30,000 ",PARKIR,,,,
532,16/06/26,KANTONG PLASTIK PUTIH UK 40 @500GR ,  9.00 ,Pack," Rp 194,800 "," Rp 21,644 ",,,,,,,,,,,
533,16/06/26,PLASTIK SEGITIGA (PEPING BAG),  1.00 ,Pack," Rp 10,000 "," Rp 10,000 ",,,,,"  1,500,000 ","  1,744,000 ","  -244,000 ",UANG BAGJA√  ,,,
534,16/06/26,PLASTIK KLIP 20X12 @100PCS,  10.00 ,Pack," Rp 125,000 "," Rp 12,500 ",,,,,,,,,,,
535,16/06/26,PLASTIK KLIP 30X20 @100PCS,  3.00 ,Pack," Rp 150,000 "," Rp 50,000 ",,,,,RIFAI,"  100,000 ",BENSIN,,,,
536,16/06/26,ROSEMARY FRESH ,  0.10 ,Kg," Rp 30,000 "," Rp 300,000 ",,,,,,"  102,000 ",E-TOLL,,,,
537,16/06/26,SELADA AIR,  1.00 ,Kg," Rp 25,000 "," Rp 25,000 ",,,,,,"  22,000 ",E-TOLL,,,,
538,16/06/26,SEMANGKA MERAH,  5.10 ,Kg," Rp 55,000 "," Rp 10,784 ",,,,,,"  6,000 ",PARKIR,,,,
539,16/06/26,STRAWBERRY @250GR,  4.00 ,Pack," Rp 48,000 "," Rp 12,000 ",,,,,,,,,,,
540,16/06/26,TOMAT MERAH,  0.50 ,Kg," Rp 9,000 "," Rp 18,000 ",,,,,"202,000 DARI BAGJA",,,,,,
541,16/06/26,BAWANG BOMBAY,  19.00 ,Kg," Rp 320,000 "," Rp 16,842 ",TOKO ERNI,BAGJA CASH,,,"22,000 TRF KANTOR",,,,,,
542,16/06/26,BAWANG PUTIH KUPAS ,  0.25 ,Kg," Rp 10,000 "," Rp 40,000 ",TOKO ERNI,BAGJA CASH,,,"  224,000 ","  230,000 ","  -6,000 ",UANG RIFAI√  ,,,
543,16/06/26,BIJI PALA (NUTMEG),  0.50 ,Kg," Rp 85,000 "," Rp 170,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
544,16/06/26,DELMONTE TOMAT SACHET @8GR ISI 24 PCS ,  3.00 ,Pack," Rp 21,000 "," Rp 7,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
545,16/06/26,KENTANG DIENG AL (1-4 PCS),  3.00 ,Kg," Rp 48,000 "," Rp 16,000 ",SUMINTO,TRANSFER,,,,,,,,,
546,16/06/26,JAMUR CHAMPIGNON,  19.00 ,Kg," Rp 684,000 "," Rp 36,000 ",DELTAFOOD,TRANSFER,16-Jun,,,,,,,,
547,16/06/26,BONELESS PAHA AYAM NO SKIN,  35.00 ,Kg," Rp 1,435,000 "," Rp 41,000 ",LESTARI,TRANSFER,15-Jun,,,,,,,,
548,16/06/26,BABY BUNCIS,  90.00 ,Kg," Rp 2,160,000 "," Rp 24,000 ",AA UTOM,TRANSFER,,,,,,,,,
549,16/06/26,GRAPESEED OIL BORGES @1LTR,  6.00 ,Btl," Rp 835,060 "," Rp 139,177 ",SHOPEE,TRANSFER,16-Jun,,,,,,,,
550,16/06/26,SOSIS KIMBO ISI 25 PCS,  12.00 ,Pack," Rp 396,000 "," Rp 33,000 ",ALFATIH ,TRANSFER,16-Jun,,,,,,,,
551,16/06/26,CIRENG BRECXELLE ISI 20 PCS,  30.00 ,Pack," Rp 450,000 "," Rp 15,000 ",ALFATIH ,TRANSFER,16-Jun,,,,,,,,
552,16/06/26,BAKSO DAGING SAPI WARISAN @50PCS,  10.00 ,Pack," Rp 320,000 "," Rp 32,000 ",ALFATIH ,TRANSFER,16-Jun,,,,,,,,
,,,,,,#DIV/0!,,,,,,,,,,,
553,17/06/26,BASIL,  2.00 ,Kg," Rp 140,000 "," Rp 70,000 ",,,,,BAGJA,"  980,000 ",PASAR,,,,
554,17/06/26,BAWANG MERAH KUPAS,  10.00 ,Kg," Rp 450,000 "," Rp 45,000 ",,,,,,"  1,342,000 ",TOKO ERNI,,,,
555,17/06/26,DAGING SENGKEL SAPI,  2.00 ,Kg," Rp 300,000 "," Rp 150,000 ",,,,,,"  32,000 ",PARKIR,,,,
556,17/06/26,DAUN BAWANG,  3.00 ,Kg," Rp 45,000 "," Rp 15,000 ",,,,,,"  30,000 ",BENSIN  MOTOR,,,,
557,17/06/26,KULIT AYAM,  1.00 ,Kg," Rp 30,000 "," Rp 30,000 ",,,,,,"  252,000 ",TCO,,,,
558,17/06/26,POPOHAN,  1.00 ,Kg," Rp 15,000 "," Rp 15,000 ",,,,,,"  35,000 ",MOTOR,,,,
559,17/06/26,BAKING POWDER @45GR KOEPOE2,  6.00 ,Btl," Rp 40,000 "," Rp 6,667 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
560,17/06/26,BAWANG BOMBAY,  19.00 ,Kg," Rp 320,000 "," Rp 16,842 ",TOKO ERNI,BAGJA CASH,,,"  2,500,000 ","  2,671,000 ","  -171,000 ",UANG BAGJA√  ,,,
561,17/06/26,BAWANG PUTIH KUPAS,  10.00 ,Kg," Rp 380,000 "," Rp 38,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
562,17/06/26,GULAKU @1 KG,  24.00 ,Pack," Rp 475,000 "," Rp 19,792 ",TOKO ERNI,BAGJA CASH,,,RIFAI,"  150,000 ",BENSIN,,,,
563,17/06/26,KACANG MEDE,  0.75 ,Kg," Rp 120,000 "," Rp 160,000 ",TOKO ERNI,BAGJA CASH,,,,"  102,000 ",E-TOLL,,,,
564,17/06/26,GULA PUTIH HALUS @250GR,  1.00 ,Pack," Rp 7,000 "," Rp 7,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
565,17/06/26,KENTANG DIENG AL (1-4 PCS),  3.00 ,Kg," Rp 48,000 "," Rp 16,000 ",SUMINTO,TRANSFER,,,"  252,000 ","  252,000 ",  - ,,,,
566,17/06/26,CABAI MERAH BESAR PETIK,  10.00 ,Kg," Rp 700,000 "," Rp 70,000 ",ALDIANSYAH,TRANSFER,,,,,,,,,
,,,,,,#DIV/0!,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,"  9,903.88 ",,"  334,414,280.00 "," Rp 33,766 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,, ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,`,,,,,,,,,,,,
